Nom,Prenom,Code_bateau,valeur,n_courses,Age,Embarcation,Club
AUBOUIN,SIMON,C2H327679453414,82.0,4,,C2H,9202 - BAC CK SEVRES ISSY
LE GUENNEC,Loig,C2H328386455712,73.75,4,U18,C2H,7705 - TORCY CK
FIDON,Nolann,C2H328386455712,73.75,4,U18,C2H,7705 - TORCY CK
DURAND,Timothe,C2H334379417811,137.0,1,U18,C2H,2410 - GALO PORT SAINTE FOY
MARTIN,ALIX,C2H334379417811,137.0,1,U18,C2H,2410 - GALO PORT SAINTE FOY
RIVIERE,NATHAN,C2H336038436212,99.5,4,U18,C2H,6701 - STRASBOURG EAUX VIVES
KAERLE,Tom,C2H336038436212,99.5,4,U18,C2H,6701 - STRASBOURG EAUX VIVES
ROUBINET,AURELIEN,C2H339233416272,292.0,1,,C2H,3311 - CK CLUB LE TEICH
DURRACQ,Axel,C2H339233416272,292.0,1,,C2H,3311 - CK CLUB LE TEICH
PIQUES,Jocelyn,C2H340392453857,40.0,4,U18,C2H,3318/3311 - BOMMES NAUTIQUE CK/CK CLUB LE TEICH
BREISCH,Yoan,C2H340392453857,40.0,4,U18,C2H,3318/3311 - BOMMES NAUTIQUE CK/CK CLUB LE TEICH
DUFFOURS,Louis,C2H342044370108,285.0,3,U18,C2H,8404 - CLUB CK L'ISLOIS
DURY,Arthur,C2H342044370108,285.0,3,U18,C2H,8404 - CLUB CK L'ISLOIS
MARIE,Timothy,C2H342076477223,122.5,4,U18,C2H,2415 - A.L. MARSAC SUR L'ISLE
HOREL,PIERRE,C2H342076477223,122.5,4,U18,C2H,2415 - A.L. MARSAC SUR L'ISLE
DE NARP,Quentin,C2H348520413616,136.5,4,U15,C2H,9202 - BAC CK SEVRES ISSY
YOCHUM,Martin,C2H348520413616,136.5,4,U15,C2H,9202 - BAC CK SEVRES ISSY
CIEKALA,Thomas,C2H348521327679,69.0,2,U18,C2H,9202 - BAC CK SEVRES ISSY
BACHOFFER,Jules,C2H348521327679,69.0,2,U18,C2H,9202 - BAC CK SEVRES ISSY
BONVALET,ENZO,C2H351876405186,343.0,4,U15,C2H,2708 - CLUB SPORTIF BEAUMONTAIS CK
SALOMON-AVENDANO,ANTONIN,C2H351876405186,343.0,4,U15,C2H,2708 - CLUB SPORTIF BEAUMONTAIS CK
DIDIER,Evan,C2H353298486085,212.0,4,U15,C2H,8802 - AS GERARDMER CK
HUBSCHI,LUBIN,C2H353298486085,212.0,4,U15,C2H,8802 - AS GERARDMER CK
CANEVET,ANAEL,C2H362791415110,77.25,4,U18,C2H,6803 - C.K. APACH COLMAR
BEZILLES,Elouan,C2H362791415110,77.25,4,U18,C2H,6803 - C.K. APACH COLMAR
COURTAUX,Enzo,C2H365184366878,144.5,4,U18,C2H,6701 - STRASBOURG EAUX VIVES
CARRIER,MATHIS,C2H365184366878,144.5,4,U18,C2H,6701 - STRASBOURG EAUX VIVES
LAVOCAT,Jeremy,C2H370807476894,284.0,4,U18,C2H,6705 - BRUCHE SPORT PASSION MOLSHEIM
OPFERMANN,Lucas,C2H370807476894,284.0,4,U18,C2H,6705 - BRUCHE SPORT PASSION MOLSHEIM
KERBRAT,YANN,C2H373445378479,83.25,4,U18,C2H,1911 - HAUTE CORREZE KAYAK CLUB
LASKOSKE DAUPHIN,Tom,C2H373445378479,83.25,4,U18,C2H,1911 - HAUTE CORREZE KAYAK CLUB
BONNEVILLE ROGELET,ENZO,C2H373987476864,300.0,2,U18,C2H,6102 - PL ARGENTAN CANOE KAYAK
ADAM,Maxime,C2H373987476864,300.0,2,U18,C2H,6102 - PL ARGENTAN CANOE KAYAK
LE BARS,Mahe,C2H374030500326,439.5,2,U15,C2H,3506 - C.K.C.I.R. ST GREGOIRE
SAUVEE,Lino,C2H374030500326,439.5,2,U15,C2H,3506 - C.K.C.I.R. ST GREGOIRE
RUAULT,Enzo,C2H376345452503,356.75,4,U15,C2H,3501 - KAYAK CLUB PONT REAN
BUSQUET,BENJAMIN,C2H376345452503,356.75,4,U15,C2H,3501 - KAYAK CLUB PONT REAN
RENAUD,Mathieu,C2H377275470904,122.75,4,U18,C2H,8604 - CK VIVONNE LES PAGAYOUS
GIRARD,Lenny,C2H377275470904,122.75,4,U18,C2H,8604 - CK VIVONNE LES PAGAYOUS
RENAUD,ARTHUR,C2H377276462700,205.75,4,U18,C2H,8604 - CK VIVONNE LES PAGAYOUS
BOUCHET,Leo,C2H377276462700,205.75,4,U18,C2H,8604 - CK VIVONNE LES PAGAYOUS
CAMOLETTO-ROMMELAERE,Leon,C2H385289430595,1093.0,1,U15,C2H,5603 - CK PONTIVYEN
POULAIN,Nolan,C2H385289430595,1093.0,1,U15,C2H,5603 - CK PONTIVYEN
DUPUY,Aubin,C2H400190404903,1383.0,1,U18,C2H,2417 - ALP GNP PERIGUEUX
LUZIGNANT,ROMAIN,C2H400190404903,1383.0,1,U18,C2H,2417 - ALP GNP PERIGUEUX
MOLENE,Noe,C2H417859463090,86.25,4,U15,C2H,2412/2410 - CASTELNAUD EN PERIGORD KC/GALO PORT SAINTE FOY
BALT,Louis,C2H417859463090,86.25,4,U15,C2H,2412/2410 - CASTELNAUD EN PERIGORD KC/GALO PORT SAINTE FOY
CHEVALIER,LEO,C2H418000423294,202.0,4,U15,C2H,5301 - CK AMBRIERES
POTTIER,Victorien,C2H418000423294,202.0,4,U15,C2H,5301 - CK AMBRIERES
BOUTIER,Axel,C2H418350460843,480.0,4,U18,C2H,5630/5613 - CK AMICALE LAIQUE DE CLEGUER/PATRONAGE LAIQUE LORIENT
FLOCH,MAE,C2H418350460843,480.0,4,U18,C2H,5630/5613 - CK AMICALE LAIQUE DE CLEGUER/PATRONAGE LAIQUE LORIENT
BRUNETEAU,PAUL,C2H422010503267,389.5,2,,C2H,8614 - CHAUVIGNY VALDIVIENNE CK
TAILLIFET,Samuel,C2H422010503267,389.5,2,,C2H,8614 - CHAUVIGNY VALDIVIENNE CK
BEILLARD,Felice,C2H442811511128,206.0,2,U15,C2H,4922 - CK DES PONTS DE CE
VALY,Arthur,C2H442811511128,206.0,2,U15,C2H,4922 - CK DES PONTS DE CE
DUGAT,Ylan,C2H456866456880,133.25,4,U18,C2H,7206 - U.S.F. CK LA FLECHE
PERRET,Timon,C2H456866456880,133.25,4,U18,C2H,7206 - U.S.F. CK LA FLECHE
MARBOT,Thomas,C2H457310476381,286.67,3,U15,C2H,6701 - STRASBOURG EAUX VIVES
LE NY,Timon,C2H457310476381,286.67,3,U15,C2H,6701 - STRASBOURG EAUX VIVES
BOITTIN,Clement,C2H463209484844,342.25,4,U15,C2H,5302 - CK LAVAL
FOINEL,Enzo,C2H463209484844,342.25,4,U15,C2H,5302 - CK LAVAL
VUILLET,Paul,C2H463809502189,478.0,1,U15,C2H,1604 - COGNAC CK
MONTAUBIN,Dorian,C2H463809502189,478.0,1,U15,C2H,1604 - COGNAC CK
GOUALARD,Arthur,C2H464401511614,433.5,2,U15,C2H,2711 - VAL DE REUIL PAGAIE PASSION
ESTHER-ADOLPHE,Mewen,C2H464401511614,433.5,2,U15,C2H,2711 - VAL DE REUIL PAGAIE PASSION
TRUJILLO,EWAN,C2H467820498721,766.0,1,U15,C2H,1816 - CHATEAUNEUF PAGAIE AVENTURE
BOURLIAUD,CONRAD,C2H467820498721,766.0,1,U15,C2H,1816 - CHATEAUNEUF PAGAIE AVENTURE
BOYE,Ulysse,C2H470994481403,241.0,1,U15,C2H,3309 - CK SPORT LIBOURNE
REGNAULT,Gauthier,C2H470994481403,241.0,1,U15,C2H,3309 - CK SPORT LIBOURNE
BOIZOT,Sacha,C2H471909512709,132.75,4,U15,C2H,2417 - ALP GNP PERIGUEUX
FLAMIN,Gabriel,C2H471909512709,132.75,4,U15,C2H,2417 - ALP GNP PERIGUEUX
IZQUIERDO PEREIRA,Hugo,C2H474309481403,231.75,4,U15,C2H,3309 - CK SPORT LIBOURNE
REGNAULT,Gauthier,C2H474309481403,231.75,4,U15,C2H,3309 - CK SPORT LIBOURNE
COCAGNE,Natheo,C2H477684503569,124.5,4,U18,C2H,6102 - PL ARGENTAN CANOE KAYAK
GOULLEY,Tom,C2H477684503569,124.5,4,U18,C2H,6102 - PL ARGENTAN CANOE KAYAK
BELLIERE,Gabin,C2H478264479588,346.0,2,U18,C2H,2712 - CK VAL DE RISLE
VAUDREVILLE,Nolan,C2H478264479588,346.0,2,U18,C2H,2712 - CK VAL DE RISLE
HELARD,Louis,C2H479611479639,259.75,4,U15,C2H,5302 - CK LAVAL
LEPINE,Martin,C2H479611479639,259.75,4,U15,C2H,5302 - CK LAVAL
HELARD,Louis,C2H479611484844,268.0,2,U15,C2H,5302 - CK LAVAL
FOINEL,Enzo,C2H479611484844,268.0,2,U15,C2H,5302 - CK LAVAL
BAYART,Martin,C2H480810500908,522.0,2,U15,C2H,3506 - C.K.C.I.R. ST GREGOIRE
DIVERREZ,Francois,C2H480810500908,522.0,2,U15,C2H,3506 - C.K.C.I.R. ST GREGOIRE
TOURRES,Pierre,C2H504072504077,306.0,4,U18,C2H,1306 - MARSEILLE MAZARGUES CK
APARICIO FERNANDEZ,Milan,C2H504072504077,306.0,4,U18,C2H,1306 - MARSEILLE MAZARGUES CK
METIER,NOAM,C2H505761511472,570.0,1,U18,C2H,1808 - BOURGES CK CLUB
COUDRAT,Celestin,C2H505761511472,570.0,1,U18,C2H,1808 - BOURGES CK CLUB
SOVEAUX,DAVID,C2M002829075750,241.0,4,,C2M,0204 - A.S.C.R. RIBEMONT
BIDAUX,LAURENCE,C2M002829075750,241.0,4,,C2M,0204 - A.S.C.R. RIBEMONT
DONIAS,Lionel,C2M028951152883,485.0,1,,C2M,5613 - PATRONAGE LAIQUE LORIENT
DONIAS,SABRINA,C2M028951152883,485.0,1,,C2M,5613 - PATRONAGE LAIQUE LORIENT
FORCET,PATRICIA,C2M040491060577,182.0,1,,C2M,2415 - A.L. MARSAC SUR L'ISLE
FORCET,PHILIPPE,C2M040491060577,182.0,1,,C2M,2415 - A.L. MARSAC SUR L'ISLE
MARCHESSEAU,YOHANN,C2M049588348045,171.25,4,,C2M,2410 - GALO PORT SAINTE FOY
LHOTELIER,Caroline,C2M049588348045,171.25,4,,C2M,2410 - GALO PORT SAINTE FOY
DECENDIT,ALAIN,C2M051919064655,276.0,1,,C2M,3310 - E.N.B.C.K. BORDEAUX
DECENDIT DEBRAY,Sandrine,C2M051919064655,276.0,1,,C2M,3310 - E.N.B.C.K. BORDEAUX
PRADALIER,FABRICE,C2M062145269173,114.0,1,,C2M,3318 - BOMMES NAUTIQUE CK
PRADALIER,Noa,C2M062145269173,114.0,1,,C2M,3318 - BOMMES NAUTIQUE CK
DENIS,HERVE,C2M062447096880,304.75,4,,C2M,4566 - PAGAIE ORLEANS METROPOLE
PASQUIET,SANDRINE,C2M062447096880,304.75,4,,C2M,4566 - PAGAIE ORLEANS METROPOLE
SIRE,MATHIEU,C2M092276374600,126.75,4,,C2M,8602 - CK CLUB POITEVIN
RIGOULOT,AMANDINE,C2M092276374600,126.75,4,,C2M,8602 - CK CLUB POITEVIN
BAGOT,JULES,C2M104671170346,91.75,4,,C2M,6803 - C.K. APACH COLMAR
OBRECHT,JULIE,C2M104671170346,91.75,4,,C2M,6803 - C.K. APACH COLMAR
FIEVEZ,JULIE,C2M114495284083,90.0,4,,C2M,9404 - JOINVILLE EAU VIVE
MASSONNET,ANTOINE,C2M114495284083,90.0,4,,C2M,9404 - JOINVILLE EAU VIVE
BLONDEAU,JULIETTE,C2M118805154678,113.25,4,,C2M,0211 - C.K. PLEIN AIR DE CHAUNY
MOREAUX,QUENTIN,C2M118805154678,113.25,4,,C2M,0211 - C.K. PLEIN AIR DE CHAUNY
TROUVE,MAX,C2M162932178040,85.0,4,,C2M,2412 - CASTELNAUD EN PERIGORD KC
MOLENE,SANDRINE SARAH,C2M162932178040,85.0,4,,C2M,2412 - CASTELNAUD EN PERIGORD KC
TROUVE,MAX,C2M162932197132,72.75,4,,C2M,2412 - CASTELNAUD EN PERIGORD KC
TROUVE,MARGUERITE,C2M162932197132,72.75,4,,C2M,2412 - CASTELNAUD EN PERIGORD KC
GAUBERT,CLARA,C2M183216296154,77.0,4,,C2M,2403 - UNION SPORTIVE NEUVICOISE DE CK
MOZAS,CLEMENT,C2M183216296154,77.0,4,,C2M,2403 - UNION SPORTIVE NEUVICOISE DE CK
MIGLINIEKS,JULES,C2M235470311515,119.0,1,,C2M,2403 - UNION SPORTIVE NEUVICOISE DE CK
AMBLARD,JULINE,C2M235470311515,119.0,1,,C2M,2403 - UNION SPORTIVE NEUVICOISE DE CK
BERLU,Killian,C2M252477378129,186.5,4,,C2M,3703 - VAL DE L'INDRE CK
DENIS,Maud,C2M252477378129,186.5,4,,C2M,3703 - VAL DE L'INDRE CK
JUSSY,VALENTINE,C2M293650500649,501.0,1,,C2M,4566 - PAGAIE ORLEANS METROPOLE
MOINE,Gabriel,C2M293650500649,501.0,1,,C2M,4566 - PAGAIE ORLEANS METROPOLE
FOUCHER,HUGO,C2M297281463113,125.5,4,,C2M,5302 - CK LAVAL
VINCENT,Eva,C2M297281463113,125.5,4,,C2M,5302 - CK LAVAL
AUVOLAT,Gabriel,C2M297526380179,99.0,2,,C2M,8501 - CK FONTENAY LE COMTE
GREAU,Manon,C2M297526380179,99.0,2,,C2M,8501 - CK FONTENAY LE COMTE
LE PALLEC,Claire,C2M303298371264,118.0,4,,C2M,9404 - JOINVILLE EAU VIVE
ARENS,Louis,C2M303298371264,118.0,4,,C2M,9404 - JOINVILLE EAU VIVE
GUILLEM,BAPTISTE,C2M309993483414,296.0,1,,C2M,3311 - CK CLUB LE TEICH
FRANCOIS,LEA,C2M309993483414,296.0,1,,C2M,3311 - CK CLUB LE TEICH
ROULAND,Marine,C2M323482340002,59.25,4,,C2M,4421 - NANTES ATLANTIQUE CK
GRONDIN,Felix,C2M323482340002,59.25,4,,C2M,4421 - NANTES ATLANTIQUE CK
PERROT,ALEXIS,C2M324761325168,0.0,1,,C2M,3506 - C.K.C.I.R. ST GREGOIRE
COURTEILLE,BERTILLE,C2M324761325168,0.0,1,,C2M,3506 - C.K.C.I.R. ST GREGOIRE
GO,MANON,C2M324938324958,113.33,3,,C2M,7209/6501 - CK CLUB FERTOIS/STADOCESTE TARBAIS C.K.
VINCENT,Joseph,C2M324938324958,113.33,3,,C2M,7209/6501 - CK CLUB FERTOIS/STADOCESTE TARBAIS C.K.
MANGEARD,Mathis,C2M329025374060,347.0,1,,C2M,3506 - C.K.C.I.R. ST GREGOIRE
GENTRIC,Solenn,C2M329025374060,347.0,1,,C2M,3506 - C.K.C.I.R. ST GREGOIRE
ROUSSEAU,PRUNE,C2M331911387409,224.0,2,,C2M,8010/2206 - CK CLUB DE HAM/LA ROCHE DERRIEN CK
DUBOIS,Mathieu,C2M331911387409,224.0,2,,C2M,8010/2206 - CK CLUB DE HAM/LA ROCHE DERRIEN CK
PENOT,Elena,C2M339684352506,175.0,2,,C2M,8604 - CK VIVONNE LES PAGAYOUS
JACQUIER,Lucas,C2M339684352506,175.0,2,,C2M,8604 - CK VIVONNE LES PAGAYOUS
DIVERREZ,Caroline,C2M342100417739,113.0,1,,C2M,3506 - C.K.C.I.R. ST GREGOIRE
POLET,Theophile,C2M342100417739,113.0,1,,C2M,3506 - C.K.C.I.R. ST GREGOIRE
LEBRUMANT,SAVANAH,C2M364992403127,245.33,3,,C2M,6803 - C.K. APACH COLMAR
ROTHAN,REMY,C2M364992403127,245.33,3,,C2M,6803 - C.K. APACH COLMAR
PERINO,Angelo,C2M373587477345,442.25,4,U15,C2M,3501 - KAYAK CLUB PONT REAN
RAOULT LE FOLL,Soha,C2M373587477345,442.25,4,U15,C2M,3501 - KAYAK CLUB PONT REAN
BREVET,Nolan,C2M374117411106,315.75,4,,C2M,6414 - U.S.C. NAY CK
MALPELI,Charline,C2M374117411106,315.75,4,,C2M,6414 - U.S.C. NAY CK
DENIS,Maud,C2M378129500649,255.25,4,,C2M,4566 - PAGAIE ORLEANS METROPOLE
MOINE,Gabriel,C2M378129500649,255.25,4,,C2M,4566 - PAGAIE ORLEANS METROPOLE
SENEPART,CEDRIC,C2M378475430168,281.75,4,,C2M,8010 - CK CLUB DE HAM
MARLIOT,STEPHANIE,C2M378475430168,281.75,4,,C2M,8010 - CK CLUB DE HAM
DEGOT,ROMAIN,C2M381337423632,179.5,4,,C2M,3311/2417 - CK CLUB LE TEICH/ALP GNP PERIGUEUX
DUPUY,Agathe,C2M381337423632,179.5,4,,C2M,3311/2417 - CK CLUB LE TEICH/ALP GNP PERIGUEUX
MERLET,LOIC,C2M417760510417,360.0,1,,C2M,4566 - PAGAIE ORLEANS METROPOLE
DEFLAOUI,GWENAELLE,C2M417760510417,360.0,1,,C2M,4566 - PAGAIE ORLEANS METROPOLE
DUPUY,Agathe,C2M423632465643,225.0,1,,C2M,2417 - ALP GNP PERIGUEUX
VIEU,BARTHELEMY,C2M423632465643,225.0,1,,C2M,2417 - ALP GNP PERIGUEUX
DUGAT,Ylan,C2M456866510201,248.0,1,,C2M,7206 - U.S.F. CK LA FLECHE
RICHARD,MARION,C2M456866510201,248.0,1,,C2M,7206 - U.S.F. CK LA FLECHE
GOIN MONSINJON,JULIETTE,C2M463650499609,342.0,1,,C2M,3310 - E.N.B.C.K. BORDEAUX
LAVAL,Martin,C2M463650499609,342.0,1,,C2M,3310 - E.N.B.C.K. BORDEAUX
FOUCHER,Eline,C2M469313500062,188.75,4,,C2M,5302 - CK LAVAL
VENTRIBOUT,Mathis,C2M469313500062,188.75,4,,C2M,5302 - CK LAVAL
BASSET - BACLES,Brice,C2M471448481422,172.0,1,,C2M,1608 - CK JARNAC SPORTS
GERBEAU,Suzanne,C2M471448481422,172.0,1,,C2M,1608 - CK JARNAC SPORTS
LOUVET,CATHERINE,K1D001049,193.0,4,M,K1D,4922 - CK DES PONTS DE CE
HABRIOUX,Fabienne,K1D001258,172.0,1,M,K1D,8604 - CK VIVONNE LES PAGAYOUS
LECLERC,NATHALIE,K1D011687,101.5,4,M,K1D,6803 - C.K. APACH COLMAR
VALLAEYS,CECILE,K1D023134,61.0,4,M,K1D,2415 - A.L. MARSAC SUR L'ISLE
GERARDIN,ADELINE,K1D030886,283.0,1,M,K1D,4565 - APPMVL CK LOIRE CHAPELLOISE
ROLLAND,Christelle,K1D031473,799.0,1,M,K1D,5624 - JOSSELIN CK
LEGRAND,CELINE,K1D050410,209.25,4,M,K1D,4161 - BLOIS AGGLOPOLYS CK
BOIXEL,Anne,K1D051528,65.0,2,M,K1D,3522 - CESSON SEVIGNE CK LES POISSONS VOLANTS
PLANTE,SANDRINE,K1D054215,151.25,4,M,K1D,3310 - E.N.B.C.K. BORDEAUX
COTTEAUX,LYDA,K1D061012,325.0,1,M,K1D,7206 - U.S.F. CK LA FLECHE
GASTINEAU,NATHALIE,K1D061109,20.25,4,M,K1D,8604 - CK VIVONNE LES PAGAYOUS
THIEBAUT,MAGALI,K1D061821,56.0,1,M,K1D,8802 - AS GERARDMER CK
SALIOU,Catherine,K1D062548,186.0,2,M,K1D,9202 - BAC CK SEVRES ISSY
LECLERC,CATHERINE,K1D063169,303.0,1,M,K1D,7206 - U.S.F. CK LA FLECHE
BIDAUX,LAURENCE,K1D075750,150.0,4,M,K1D,0204 - A.S.C.R. RIBEMONT
LE SCLOTOUR,AMELIE,K1D076264,0.0,3,M,K1D,6701 - STRASBOURG EAUX VIVES
DURAND,VERONIQUE,K1D079779,144.0,1,M,K1D,3310 - E.N.B.C.K. BORDEAUX
FOUCHER,EMILIE,K1D087602,276.33,3,M,K1D,5302 - CK LAVAL
SOUCHEYRE,CHARLOTTE,K1D108509,77.5,4,M,K1D,4421 - NANTES ATLANTIQUE CK
FIEVEZ,JULIE,K1D114495,152.33,3,M,K1D,9404 - JOINVILLE EAU VIVE
BLONDEAU,JULIETTE,K1D118805,128.67,3,M22,K1D,0211 - C.K. PLEIN AIR DE CHAUNY
BREN,CLAIRE,K1D120279,0.0,4,M22,K1D,8604 - CK VIVONNE LES PAGAYOUS
LE CORVAISIER,CHARLENE,K1D124411,62.5,4,M,K1D,8802 - AS GERARDMER CK
DONIAS,SABRINA,K1D152883,418.0,2,M,K1D,5613 - PATRONAGE LAIQUE LORIENT
HOSTENS,MANON,K1D154206,2.0,4,M22,K1D,2417 - ALP GNP PERIGUEUX
DUTERAGE,SOPHIE,K1D154870,117.0,4,M,K1D,3804 - CLUB CK VIENNE
MASSAUT,VIRGINIE,K1D156831,252.0,1,M,K1D,3310 - E.N.B.C.K. BORDEAUX
PRADALIER,SANDRA,K1D160712,107.0,1,M,K1D,3318 - BOMMES NAUTIQUE CK
BELLANGER,JEANNE,K1D162477,184.0,1,M22,K1D,4922 - CK DES PONTS DE CE
OBRECHT,JULIE,K1D170346,84.75,4,M22,K1D,6803 - C.K. APACH COLMAR
DUPRAS,PHENICIA,K1D174262,6.25,4,M22,K1D,0108 - CKC VALLEE DE L'AIN
VINET,LISE,K1D174687,1.5,4,M22,K1D,7209 - CK CLUB FERTOIS
FRESLON,Pauline,K1D175411,8.75,4,M22,K1D,4921 - ENTENTE SPORTIVE ANJOU CK
VALDENAIRE,Mathilde,K1D179336,29.0,4,M22,K1D,8802 - AS GERARDMER CK
GREHAN,CECILE,K1D180228,30.75,4,M22,K1D,1911 - HAUTE CORREZE KAYAK CLUB
GAUBERT,CLARA,K1D183216,5.0,4,M22,K1D,2403 - UNION SPORTIVE NEUVICOISE DE CK
MOREAU,JUSTINE,K1D183572,244.0,1,M22,K1D,4716 - CK VILLENEUVE SUR LOT
DE MATTEIS,ALEXIA,K1D183576,106.25,4,M22,K1D,2301 - CLUB CK AUBUSSON
DESMERGER,ANNE BLANDINE,K1D187493,84.25,4,M,K1D,3804 - CLUB CK VIENNE
DURAND,MANON,K1D189577,110.0,1,M22,K1D,5102 - C.K. DORMANS EAUX LIBRES
LE JONCOURT,MYRIAM,K1D192994,19.5,2,M22,K1D,4405 - CK CLISSON
BENOIT,AGATHE,K1D195841,476.0,2,M22,K1D,6414 - U.S.C. NAY CK
LEBOUC,LISA,K1D196731,0.0,4,M22,K1D,4921 - ENTENTE SPORTIVE ANJOU CK
TROUVE,MARGUERITE,K1D197132,89.75,4,M22,K1D,2412 - CASTELNAUD EN PERIGORD KC
CHARLAIGRE,ADELE,K1D198126,71.5,4,M22,K1D,7705 - TORCY CK
OLRY,FLAVIE,K1D199694,133.0,2,M22,K1D,1704 - KAYAK OCEAN ROCHELAIS
RUFFIN-PAYEN,CHLOE,K1D200661,30.5,4,M22,K1D,9404 - JOINVILLE EAU VIVE
LOHEAC,MARION,K1D201412,83.75,4,M22,K1D,9202 - BAC CK SEVRES ISSY
SIMON,Ethel,K1D210929,119.25,4,M22,K1D,8606 - VALLEE VONNE CK
MOREAU,LUCILE,K1D212515,178.0,1,M22,K1D,4716 - CK VILLENEUVE SUR LOT
LE CORRE,MAELA,K1D214894,220.0,1,M22,K1D,5605 - PLUMELIAU CK
HUSSON,COLINE,K1D220792,66.25,4,M22,K1D,8802 - AS GERARDMER CK
KOUBAITI,BERNADETTE,K1D224596,190.75,4,M,K1D,8606 - VALLEE VONNE CK
CABANNE,Lea,K1D224680,202.33,3,M22,K1D,9C08 - CLUB DE CK MARONI
GAUBERT,ELSA,K1D224719,6.5,4,M22,K1D,3311 - CK CLUB LE TEICH
ARMANI,EMILIE,K1D236353,170.5,4,M22,K1D,3804 - CLUB CK VIENNE
LACOSTE,EMMA,K1D242439,1.75,4,M22,K1D,2412 - CASTELNAUD EN PERIGORD KC
GAUTRELET,LISON,K1D252921,140.75,4,M22,K1D,2712 - CK VAL DE RISLE
DELAHAYE,CLARA,K1D254742,29.0,4,U21,K1D,7705 - TORCY CK
HUGUET,MARIE,K1D262612,0.0,1,M22,K1D,3309 - CK SPORT LIBOURNE
FONTAINE,LAURA,K1D264765,15.75,4,M22,K1D,6803 - C.K. APACH COLMAR
LABRUE,ELIETTE,K1D266732,322.0,4,M,K1D,2415 - A.L. MARSAC SUR L'ISLE
MORIN - SÉROT,ELODIE,K1D266929,86.0,4,M22,K1D,3501 - KAYAK CLUB PONT REAN
MILLON,Julie,K1D268541,181.0,1,U21,K1D,2410 - GALO PORT SAINTE FOY
MALIGORNE,Maina,K1D268913,213.0,3,U21,K1D,5604 - CLUB LOISIRS POP. LOCHRIST
PRADALIER,Noa,K1D269173,25.75,4,U21,K1D,3318 - BOMMES NAUTIQUE CK
BROSSE,JULIANNE,K1D270725,256.5,4,M22,K1D,6102 - PL ARGENTAN CANOE KAYAK
DUTERAGE,SIDONIE,K1D273611,88.0,4,U21,K1D,3804 - CLUB CK VIENNE
GUYOT,JULIE,K1D273930,226.0,1,M22,K1D,5106 - REIMS OLYMPIQUE C.K.
HANRYON,SOLENE,K1D278523,308.5,2,U21,K1D,0211 - C.K. PLEIN AIR DE CHAUNY
BEZIAT,MARGOT,K1D280251,116.0,1,M22,K1D,3105 - VENERQUE EAUX VIVES
KOUBAITI,Nora,K1D280682,36.25,4,U21,K1D,8606 - VALLEE VONNE CK
GUIBANE,SERENA,K1D280840,180.75,4,U21,K1D,1816 - CHATEAUNEUF PAGAIE AVENTURE
DOMIEN,LAURINE,K1D280973,146.25,4,M22,K1D,2711 - VAL DE REUIL PAGAIE PASSION
BIENASSIS,Emma,K1D285127,375.0,1,U21,K1D,8604 - CK VIVONNE LES PAGAYOUS
TENAILLON,CAMILLE,K1D290484,55.0,4,M22,K1D,0211 - C.K. PLEIN AIR DE CHAUNY
VITALI-GUILBERT,Eve,K1D290601,0.0,4,U21,K1D,0703 - CK TAIN TOURNON
JUSSY,VALENTINE,K1D293650,263.75,4,M22,K1D,4566 - PAGAIE ORLEANS METROPOLE
JEANDEMANGE,Colyne,K1D294565,535.0,2,U18,K1D,3309 - CK SPORT LIBOURNE
HUCHON,JULIE,K1D294600,91.5,4,M22,K1D,1712 - CLUB NAUTIQUE ROCHEFORTAIS
SARAGAS,ELKE,K1D295071,15.25,4,M22,K1D,1306 - MARSEILLE MAZARGUES CK
BROSSE,LOLA,K1D296838,98.0,4,U21,K1D,6102 - PL ARGENTAN CANOE KAYAK
FREJUS,MARIE-LAURE,K1D297810,438.0,1,M,K1D,8604 - CK VIVONNE LES PAGAYOUS
HORLOCK,Elza,K1D298309,302.0,1,M22,K1D,3812 - GRENOBLE ALPES CK
PESCE-ROUE,Nina,K1D298684,186.0,2,U21,K1D,9407 - RED STAR CLUB CHAMPIGNY
BARBARIN,Laly,K1D300201,117.75,4,U18,K1D,2412 - CASTELNAUD EN PERIGORD KC
GILOTIN,NOEMIE,K1D301657,75.0,1,M22,K1D,6102 - PL ARGENTAN CANOE KAYAK
LE PALLEC,Claire,K1D303298,121.5,4,U18,K1D,9404 - JOINVILLE EAU VIVE
GEISS,CHIYO,K1D303404,150.5,2,M,K1D,9202 - BAC CK SEVRES ISSY
GEORGEON,CAPUCINE,K1D304517,124.33,3,U18,K1D,1306 - MARSEILLE MAZARGUES CK
HERPIN,NOEMIE,K1D311073,302.5,2,U21,K1D,3507 - CK DU PAYS DE BROCELIANDE
AMBLARD,JULINE,K1D311515,67.5,4,M22,K1D,2403 - UNION SPORTIVE NEUVICOISE DE CK
BAPTISTE,Alice,K1D313166,184.67,3,U18,K1D,0705 - EYRIEUX CK
GENDRON,Jeanne,K1D313548,330.5,2,U18,K1D,9202 - BAC CK SEVRES ISSY
BERTHUMEYRIE,ANNABELLE,K1D317676,157.0,4,M22,K1D,1962 - ARGENTAT DORDOGNE CANOE-KAYAK
OLLIVIER,CAMILLE,K1D322826,124.25,4,U21,K1D,1712 - CLUB NAUTIQUE ROCHEFORTAIS
